life.form,alien.native,species.name,period1,period2
T,A,Abutilon theophrasti Medik.,0,0
P,A,Acacia cyanophylla Lindl.,0,1
P,A,Acacia dealbata Link,0,0
P,A,Acacia karroo Hayne,0,0
P,A,Acacia provincialis A. Camus,0,0
P,A,Acacia pycnantha Benth.,0,1
P,A,Acacia retinodes Schltdl.,0,0
P,A,Acacia saligna (Labill.) H.L. Wendl.,0,0
H,N,Acanthus mollis L. subsp. mollis,1,1
P,N,Acer campestre L.,1,1
P,N,Acer monspessulanum L.,1,1
H,N,Achillea ageratum L.,1,0
H,N,Achillea ligustica All.,1,1
Ch,N,Achillea maritima (L.) Ehrend. & Y.P. Guo subsp. maritima,1,1
H,N,Achnatherum bromoides (L.) P. Beauv.,1,1
T,N,Acinos arvensis (Lam.) Dandy subsp. arvensis,0,0
G,N,Aconitum anthora L.,0,0
G,N,Adiantum capillus-veneris L.,1,1
T,N,Adonis annua L. subsp. cupaniana (Guss.) C. Steinb.,1,1
T,N,Aegilops geniculata Roth,1,1
T,N,Aegilops neglecta Req. ex Bertol.,1,0
T,N,Aegilops triuncialis L.,0,1
G,N,Aeluropus littoralis L.,1,0
P,A,Aeonium arboreum (L.) Webb & Berthel.,0,0
P,A,Aeonium haworthii Webb & Berth.,0,0
Ch,N,Aethionema saxatile (L.) R.Br.,1,1
P,A,Agave americana L.,0,1
H,N,Agrimonia eupatoria L. subsp. eupatoria,1,1
G,N,Agropogon littoralis (Sm.) C.E. Hubb.,0,0
T,N,Agrostemma githago L.,1,0
H,N,Agrostis canina L. subsp. canina,0,0
H,N,Agrostis capillaris L.,0,0
H,N,Agrostis castellana,0,0
Ch,N,Agrostis stolonifera L.,1,1
P,A,Ailanthus altissima (Mill.) Swingle,0,1
T,N,Aira caryophyllea L. subsp. caryophyllea,0,0
T,N,Aira cupaniana Guss.,1,1
T,N,Aira elegantissima Schur,1,1
T,N,Aira intermedia Guss.,1,1
T,N,Aira tenorei Guss.,0,0
T,N,Ajuga chamaepitys (L.) Schreb. subsp. chamaepitys,0,0
Ch,N,Ajuga iva (L.) Schreb. subsp. iva,1,1
P,A,Albizia julibrissin Durazz.,0,1
H,A,Alcea rosea L.,0,0
I,N,Alisma lanceolatum With.,0,0
I,N,Alisma plantago-aquatica L.,1,1
T,N,Alkanna lutea Moris,0,0
H,N,Alliaria petiolata (M. Bieb.) Cavara & Grande,1,1
G,N,Allium amethystinum Tausch,0,0
G,N,Allium ampeloprasum L.,1,1
G,N,Allium chamaemoly L. subsp. chamaemoly,1,1
G,N,Allium cirrhosum,0,0
G,N,Allium commutatum Guss.,1,0
G,N,Allium moschatum L.,1,0
G,N,Allium neapolitanum Cirillo,1,1
G,N,Allium nigrum L.,0,0
G,N,Allium oleraceum L. subsp. oleraceum,0,0
G,N,Allium pallens L. subsp. pallens,1,1
G,N,Allium paniculatum L. subsp. paniculatum,1,1
G,N,Allium parciflorum Viv.,0,0
G,N,Allium pendulinum Ten.,0,0
G,N,Allium porrum L.,0,0
G,N,Allium roseum L.,1,1
G,N,Allium rotundum L.,0,0
G,N,Allium scorodoprasum L.,0,0
G,N,Allium sphaerocephalon L.,1,1
G,N,Allium subhirsutum L.,1,1
G,N,Allium tenuiflorum Ten.,1,1
G,N,Allium triquetrum L.,1,1
G,N,Allium vineale L.,1,0
P,A,Alnus cordata (Loisel.) Loisel.,0,0
P,N,Alnus glutinosa (L.) Gaertn.,0,0
H,A,Aloe arborescens Mill.,0,0
H,N,Alopecurus bulbosus Gouan,0,0
T,N,Alopecurus rendlei Eig,1,0
T,N,Althaea hirsuta L.,1,0
H,N,Althaea officinalis L.,1,0
T,N,Alyssum alyssoides (L.)L.,0,0
T,N,Alyssum campestre (L.) L. s.l.,0,0
T,A,Amaranthus albus L.,0,1
T,A,Amaranthus blitoides S. Watson,0,0
T,N,Amaranthus blitum L. subsp. blitum,0,0
T,A,Amaranthus caudatus L.,0,0
T,A,Amaranthus cruentus L.,0,0
T,A,Amaranthus deflexus L.,1,1
T,N,Amaranthus graecizans L. s.l.,0,0
T,A,Amaranthus hybridus L.,0,0
T,A,Amaranthus retroflexus L.,0,1
T,N,Ambrosia maritima L.,1,0
T,N,Ammi majus L.,1,0
T,N,Ammi visnaga (L.) Lam.,0,0
T,N,Ammoides pusilla (Brot.) Breistr.,1,0
G,N,Ammophila arenaria (L.) Link subsp. arundinacea H. Lindb.,1,1
H,N,Ampelodesmos mauritanicus (Poir.) T. Durand & Schinz,1,1
G,N,"Anacamptis coriophora (L.) R.M. Bateman, Pridgeon & M.W. Chase subsp. fragrans (Pollini) R.M. Bateman, Pridgeon & M.W. Chase",1,1
G,N,"Anacamptis laxiflora (Lam.) R.M. Bateman, Pridgeon & M.W. Chase",1,1
G,N,"Anacamptis morio (L.) R.M. Bateman, Pridgeon & M.W. Chase",1,1
G,N,"Anacamptis papilionacea (L.) R.M. Bateman, Pridgeon & M.W. Chase",1,1
G,N,Anacamptis pyramidalis (L.) Rich.,1,1
G,N,"Anacamptis x gennarii (Rchb. f.) H. Kretzschmar, Eccarius & H. Dietr.",0,0
T,N,Anacyclus clavatus (Desf.) Pers.,1,0
T,N,Anacyclus radiatus Loisel. subsp. radiatus,1,1
T,N,Anagallis arvensis L. s.l.,1,1
T,N,Anagallis foemina Mill.,0,1
T,N,Anagallis minima (L.) E.H.L. Krause,0,0
T,N,Anagallis parviflora Hoffm. & link.,0,1
P,N,Anagyris foetida L.,0,0
H,N,Anchusa azurea Mill.,0,0
H,N,Anchusa hybrida Ten.,1,1
H,N,Anchusa italica Retz.,1,1
H,N,Anchusa undulata L. subsp. hybrida (Ten.) Bég.,0,0
T,N,Andryala integrifolia L.,1,1
G,N,Anemone apennina L. subsp. apennina,1,1
G,N,Anemone coronaria L.,0,0
G,N,Anemone hortensis L. subsp. hortensis,1,1
T,N,Anisantha fasciculata (C. Presl) Nevski,0,0
T,N,Anisantha madritensis (L.) Nevski,1,1
T,N,Anisantha rigida (Roth.) Hyl,1,1
T,N,Anisantha rubens (L.) Nevski,0,0
T,N,Anisantha tectorum (L.) Nevski,0,0
Ch,N,Anogramma leptophylla (L.) Link,1,1
H,A,Anredera cordifolia (Ten.) Steenis,0,0
T,N,Anthemis arvensis L. subsp. incrassata (Loisel.) Nyman,1,1
Ch,N,Anthemis cotula L.,0,0
H,N,Anthemis maritima L.,1,1
T,N,Anthemis praecox Link,1,0
H,N,Anthemis tinctoria L.,0,1
G,N,Anthericum liliago L.,1,0
T,N,Anthoxanthum aristatum Boiss. subsp. aristatum,0,0
H,N,Anthoxanthum odoratum L. subsp. odoratum,1,1
T,N,Anthriscus caucalis M. Bieb.,0,0
H,N,Anthriscus nemorosa (Bieb.)Spreng.,1,0
H,N,Anthriscus sylvestris (L.) Hoffm. subsp. sylvestris,0,0
P,N,Anthyllis barba-jovis L.,1,1
Ch,N,Anthyllis hermanniae L.,0,0
H,N,Anthyllis vulneraria L. s.l.,1,1
Ch,N,Antirrhinum latifolium Mill.,1,1
Ch,A,Antirrhinum majus L. subsp. majus,0,1
T,N,Aphanes arvensis L.,1,0
T,N,Aphanes minutiflora (Azn.) Holub,0,0
H,N,Apium graveolens L.,1,0
H,N,Apium nodiflorum (L.) Lag. subsp. nodiflorum,1,0
T,N,Arabidopsis thaliana (L.) Heynh.,1,1
H,N,Arabis collina Ten. subsp. collina,0,0
H,N,Arabis hirsuta (L.) Scop.,1,0
H,N,Arabis sagittata (Bertol.) DC.,1,1
H,N,Arabis turrita L.,1,1
T,N,Arabis verna (L.) R. Br.,1,1
P,N,Arbutus unedo L.,1,1
H,N,Arctium lappa L.,0,0
H,N,Arctium minus (Hill) Bernh.,1,0
Ch,N,Arenaria balearica L.,0,0
T,N,Arenaria leptoclados (Rchb.) Guss.,0,0
T,N,Arenaria serpyllifolia L. s.l.,1,1
Ch,N,Argyrolobium zanonii (Turra) P.W. Ball subsp. zanonii,0,0
G,N,Arisarum vulgare Targ. Tozz.,1,1
G,N,Aristolochia lutea Desf.,0,0
G,N,Aristolochia rotunda L. subsp. insularis (E. Nardi & Arrigoni) Gamisans,0,0
G,N,Aristolochia rotunda L. subsp. rotunda,1,1
H,N,Arrhenatherum elatius (L.) P. Beauv. ex J. & C. Presl subsp. elatius,0,1
Ch,N,Artemisia absinthium L.,1,0
P,N,Artemisia arborescens (Vaill.) L.,0,0
Ch,N,Artemisia caerulescens L. subsp. caerulescens,0,0
Ch,A,Artemisia verlutiorum Lamotte,0,0
H,N,Artemisia vulgaris L.,0,0
Ch,N,Arthrocnemum macrostachyum (Moric.) K. Koch,1,1
G,N,Arum italicum Mill. subsp. italicum,1,1
G,N,Arum pictum L.f.,0,0
G,A,Arundo donax L.,1,1
G,N,Arundo plinii Turra,0,0
G,A,Asclepias fruticosa L.,0,0
P,N,Asparagus acutifolius L.,1,1
P,A,Asparagus falcatus L.,0,0
G,N,Asparagus maritimus (L.) Mill.,0,0
G,N,Asparagus officinalis L.,0,0
G,N,Asparagus tenuifolius Lam.,0,0
H,N,Asperula aristata L.f. subsp. scabra (Presl) Nyman,1,1
T,N,Asperula arvensis L.,1,0
H,N,Asperula laevigata L.,1,1
Ch,N,Asperula purpurea (L.) Ehrend. subsp. purpurea,0,0
G,N,Asphodeline lutea (L.) Rchb.,1,1
G,N,Asphodelus cerasiferus J. Gay,0,0
H,N,Asphodelus fistulosus L.,1,1
G,N,Asphodelus ramosus L. subsp. ramosus,1,1
H,N,Asplenium adiantum-nigrum L. subsp. adiantum-nigrum,1,0
H,N,Asplenium balearicum Shivas,0,0
H,N,Asplenium marinum L.,0,0
H,N,Asplenium obovatum Viv. subsp. lanceolatum (Fiori) P. Silva,0,0
H,N,Asplenium obovatum Viv. subsp. obovatum,1,1
H,N,Asplenium onopteris L.,0,1
H,N,Asplenium sagittatum (DC.) A.J.Bunge,1,1
H,N,Asplenium septentrionale (L.) Hoffm. subsp. septentrionale,0,0
H,N,Asplenium trichomanes L. s.l.,1,0
T,N,Asteriscus aquaticus (L.) Less. subsp. aquaticus,1,0
T,N,Asterolinon linum-stellatum (L.) Duby,1,1
T,N,Astragalus boeticus L.,0,0
T,N,Astragalus boeticus L.,0,0
H,N,Astragalus cicer L.,0,0
Ch,N,Astragalus glycyphyllos L.,0,0
T,N,Astragalus hamosus L.,1,0
H,N,Astragalus monspessulanus L. subsp. monspessulanus,1,1
T,N,Astragalus pelecinus (L.) Barneby subsp. pelecinus,0,0
T,N,Astragalus scorpioides Willd.,0,0
T,N,Astragalus sesameus L.,0,0
H,N,Athyrium filix-femina (L.) Roth,0,0
P,N,Atriplex halimus L.,0,1
T,N,Atriplex patula L.,1,0
Ch,N,Atriplex portulacoides L.,1,1
T,N,Atriplex prostrata Boucher ex DC.,1,1
T,N,Atriplex rosea L.,1,0
H,N,Atropa belladonna L.,0,1
P,A,Austrocylindropuntia subulata (Muehlenpf.) Backeb.,0,0
T,N,Avena barbata Pott ex Link,1,1
T,A,Avena byzantina K. Koch,0,0
T,N,Avena fatua L.,0,0
T,A,Avena sativa L. s.l.,0,0
T,N,Avena sterilis L. s.l.,1,1
I,N,Baldellia ranunculoides (L.) Parl.,1,1
H,N,Ballota nigra L. subsp. meridionalis (Bég.) Bég.,0,0
H,N,Barbarea verna (Mill.) Asch.,1,0
H,N,Barbarea vulgaris R. Br. subsp. vulgaris,1,0
G,N,Barlia robertiana (Loisel.) Greuter,0,0
T,N,Bartsia trixago L.,0,0
G,N,Bellevalia romana (L.) Sweet,1,1
G,N,Bellevalia webbiana Parl.,1,0
T,N,Bellis annua L. subsp. annua,1,1
H,N,Bellis perennis L.,1,1
H,N,Bellis sylvestris Cirillo,1,1
G,N,Berula erecta (Huds.) Coville,1,0
H,N,Beta vulgaris L. subsp. maritima (L.) Arcang.,0,0
H,N,Beta vulgaris L. subsp. vulgaris,1,1
T,A,Bidens pilosus L.,0,0
T,N,Bidens tripartitus L. s.l.,0,0
T,A,Bifora radians M. Bieb.,0,0
T,N,Bifora testiculata (L.) Spreng.,0,0
T,N,Biscutella cichorifolia Loisel,1,1
T,N,Biscutella didyma L. subsp. apula Nyman,0,0
Ch,N,Biscutella incana Ten.,1,1
T,N,Biscutella maritima Ten.,0,0
T,N,Biscutella mollis Loisel,1,1
Ch,N,Biscutella pichiana Raffaelli subsp. ilvensis Raffaelli,0,0
H,N,Bituminaria bituminosa (L.) C.H. Stirt.,1,1
T,N,Blackstonia perfoliata (L.) Huds. s.l.,1,1
H,N,Blechnum spicant (L.) Roth,0,0
G,N,Bolboschoenus maritimus (L.) Palla,1,1
T,N,Bombycilaena erecta (L.) Smoljan,1,0
T,N,Borago officinalis L.,1,1
H,N,Borago pygmaea (DC.) Chater & Greuter,0,0
H,N,Bothriochloa ischaemum (L.) Keng,0,0
H,N,Brachypodium phoenicoides (L.) Roem. & Schult.,1,1
H,N,Brachypodium retusum (Pers.) P. Beauv.,1,1
H,N,Brachypodium rupestre (Host) Roem. & Schult.,0,0
H,N,Brachypodium sylvaticum (Huds.) P. Beauv. subsp. sylvaticum,1,1
H,N,Brassica fruticulosa Cirillo subsp. fruticulosa,0,0
Ch,N,Brassica incana Ten.,1,1
Ch,N,Brassica montana Pourr.,0,0
T,N,Brassica nigra (L.) W.D.J. Koch,1,0
Ch,A,Brassica oleracea L.,0,0
T,N,Brassica procumbens (Poir.) O.E. Schulz,0,0
T,N,Briza maxima L.,1,1
T,N,Briza minor L.,1,1
H,N,Bromopsis erecta (Huds.) Schur s.l.,1,1
T,N,Bromus commutatus Schrad. subsp. commutatus,1,0
T,N,Bromus hordeaceus L. subsp. hordeaceus,1,1
T,N,Bromus intermedius Guss.,1,1
T,N,Bromus japonicus Thunb. s.l.,0,0
T,N,Bromus lanceolatus Roth,0,0
H,N,Bromus ramosus Huds.,1,0
T,N,Bromus sterilis L.,0,1
P,A,Broussonetia papyrifera (L.) Vent.,0,0
G,N,Bryonia alba L.,0,0
G,N,Bryonia dioica Jacq.,0,0
P,A,Buddleja davidii Franch.,0,0
T,N,Buglossoides arvensis (L.) I.M. Johnst. subsp. arvensis,1,1
H,N,Buglossoides purpurocaerulea (L.) I.M. Johnst.,1,1
T,N,Bunias erucago L.,1,1
G,N,Bunium bulbocastanum L.,1,1
T,N,Bupleurum baldense Turra,1,1
T,N,Bupleurum lancifolium Hornem.,1,1
H,N,Bupleurum praealtum L..,0,1
T,N,Bupleurum subovatum Link ex Spreng.,0,0
P,N,Buxus sempervirens L.,0,0
T,N,Cakile maritima Scop. subsp. maritima,1,1
H,N,Calamagrostis epigejos (L.) Roth,0,0
T,N,Calamintha grandiflora (L.) Moench,0,0
H,N,Calamintha nepeta (L.) Savi s.l.,1,1
T,N,Calendula arvensis (Vaill.) L.,1,1
T,A,Calendula officinalis L.,1,1
Ch,N,Calendula suffruticosa Vahl subsp. fulgida (Raf.) Guadagno,0,0
T,N,Calepina irregularis (Asso) Thell.,1,0
P,N,Calicotome spinosa (L.) Link,0,0
P,N,Calicotome villosa (Poir.) Link,1,1
I,N,Callitriche brutia Petagna,0,0
I,N,Callitriche hamulata Kütz. ex W.D.J. Koch,0,0
I,N,Callitriche hermaphroditica L.,0,0
I,N,Callitriche obtusangula Le Gall,1,1
I,N,Callitriche stagnalis Scop.,1,1
P,A,Callitropsis glabra (Sudw.) D.P. Little,0,0
H,N,Calystegia sepium (L.) R. Br. subsp. sepium,1,0
H,N,Calystegia silvatica (Kit.) Griseb.,0,0
G,N,Calystegia soldanella (L.R.Br.,1,1
T,N,Campanula erinus L.,1,1
H,N,Campanula rapunculus L.,1,1
P,A,Campsis radicans (L.) Bureau,0,0
H,A,Canna indica L.,0,0
P,N,Capparis spinosa L. subsp. rupestris (Sm.) Nyman,1,1
T,N,Capsella bursa-pastoris L.,1,1
T,N,Capsella rubella Reut.,0,1
T,N,Cardamine flexuosa With.,1,0
T,N,Cardamine hirsuta L.,1,1
T,N,Cardamine impatiens L. subsp. impatiens,0,0
H,N,Cardaria draba (L.) Desf.,1,1
H,N,Carduncellus caeruleus (L.)DC.,1,1
H,N,Carduus cephalanthus Viv.,0,0
H,N,Carduus fasciculiflorus Viv.,0,0
H,N,Carduus nutans L. s.l.,1,1
H,N,Carduus pycnocephalus L. subsp. pycnocephalus,1,1
H,N,Carduus sardous DC. (pycnocephalus),0,0
H,N,Carduus tenuiflorus Curtis,0,0
H,N,Carex caryophyllea Latourr.,1,0
H,N,Carex cuprina (Heuff.) A. Kern. (divulsa),0,0
H,N,Carex distachya Desf.,1,1
H,N,Carex distans L.,1,1
G,N,Carex divisa Huds.,1,0
H,N,Carex divulsa Stokes,1,1
H,N,Carex extensa Gooden.,1,0
G,N,Carex flacca Schreb. s.l.,1,1
G,N,Carex grioletii Roem.,1,0
H,N,Carex hallerana Asso,1,1
G,N,Carex hirta L.,1,0
G,N,Carex microcarpa Bertol. ex Moris,0,0
G,N,Carex muricata L.,0,0
H,N,Carex olbiensis Jord.,1,1
H,N,Carex otrubae Podp.,1,1
H,N,Carex pallescens L.,1,0
G,N,Carex panicea L.,0,0
H,N,Carex pendula Huds.,1,1
H,N,Carex punctata Gaudin,1,0
H,N,Carex remota L.,1,0
H,N,Carex riparia Curtis,1,0
H,N,Carex sylvatica Huds. subsp. sylvatica,1,0
H,N,Carlina corymbosa L.,1,1
T,N,Carlina lanata L.,1,1
H,N,Carlina nebrodensis Guss. ex DC.,0,0
H,N,Carlina vulgaris L. s.l.,0,0
P,N,Carpinus betulus L.,1,0
Ch,A,Carpobrotus acinaciformis (L.) L. Bolus,0,0
Ch,A,Carpobrotus edulis (L.) N.E. Br.,0,0
H,N,Carthamus caeruleus L.,0,0
T,N,Carthamus lanatus L. subsp. lanatus,1,1
P,N,Castanea sativa Mill.,1,1
P,A,Casuarina equisetifolia L.,0,0
H,N,Catananche caerulea L.,0,0
T,N,Catapodium balearicum (Willk.) H. Scholz,1,1
T,N,"Catapodium pauciflorum (Merino) Brullo, Giusso, Miniss. & Spamp.",0,0
T,N,Catapodium rigidum (L.) C.E. Hubb. subsp. hemipoa (Spreng.) Stace,0,0
T,N,Catapodium rigidum (L.) C.E. Hubb. subsp. rigidum,1,1
T,N,Catapodium zwierleinii (Lojac.) Brullo,0,0
H,A,Catharanthus roseus (L.) G. Don,0,0
T,N,Caucalis platycarpos L.,0,0
P,N,Celtis australis L. subsp. australis,1,0
T,A,Cenchrus longisetus,0,0
T,A,Cenchrus spinifex Cav.,0,1
Ch,N,Centaurea aetaliae (Sommier) Bég.,0,0
H,N,Centaurea aspera L.,1,0
H,N,Centaurea bracteata Scop.,1,1
H,N,Centaurea calcitrapa L.,1,1
Ch,N,Centaurea gymnocarpa Moris & De Not.,0,0
Ch,N,Centaurea ilvensis (Sommier) Arrigoni,0,0
T,N,Centaurea melitensis L.,1,1
H,N,Centaurea nigrescens Willd. subsp. transalpina (Schleich. ex DC.) Nyman,0,0
H,N,Centaurea paniculata L. subsp. cosana (Fiori) Arrigoni,1,1
H,N,Centaurea paniculata L. subsp. ligustica (Briq.) Arrigoni,0,0
H,N,Centaurea paniculata L. subsp. litigiosa (Fiori) Arrigoni,1,1
H,N,Centaurea rupestris L. subsp. rupestris,0,0
H,N,Centaurea solstitialis L. subsp. solstitialis,1,1
H,N,Centaurea sphaerocephala L.,1,1
H,N,Centaurium erythraea Rafn subsp. erythraea,1,1
H,N,Centaurium erythraea Rafn subsp. majus (Hoffmanns. & Link) Melderis,0,0
T,N,Centaurium maritimum (L.) Fritsch,1,1
T,N,Centaurium pulchellum (Sw.) Druce subsp. pulchellum,0,0
T,N,Centaurium spicatum (L.)Fritsch,1,1
T,N,Centaurium tenuiflorum (Hoffmanns. & Link) Fritsch subsp. tenuiflorum,1,1
T,N,Centranthus calcitrapae (L.) Dufr. subsp. calcitrapae,1,1
Ch,N,Centranthus ruber (L.) DC. subsp. ruber,0,1
G,N,Cephalanthera damasonium (Mill.) Druce,0,1
G,N,Cephalanthera longifolia (L.) Fritsch,1,1
Ch,N,Cephalaria leucantha (L.)Schrad.,1,1
T,N,Cephalaria transsylvanica (L.) Roem. & Schult.,0,0
H,N,Cerastium arvense L. s.l.,1,0
T,N,Cerastium diffusum Pers. subsp. diffusum,0,0
T,N,Cerastium glomeratum Thuill.,1,0
T,N,Cerastium glutinosum Fries,1,0
H,N,Cerastium holosteoides Fr.,0,0
T,N,Cerastium ligusticum Viv.,1,1
T,N,Cerastium luridum Guss.,0,1
T,N,Cerastium semidecandrum L.,1,1
T,N,Cerastium siculum Guss.,0,0
P,N,Ceratonia siliqua L.,1,1
P,N,Cercis siliquastrum L. subsp. siliquastrum,1,1
H,N,Cerinthe glabra Mill. subsp. glabra,0,0
T,N,Cerinthe major L. subsp. major,1,1
H,N,Ceterach officinarum Willd. s.l.,1,1
T,N,Chaerophyllum temulum L.,1,1
P,A,Chamaecyparis pisifera (Siebold & Zucc.) Endl.,0,0
T,N,Chamaemelum fuscatum (Brot.) Vasc,0,0
T,N,Chamaemelum mixtum (L.)Chevall.,0,0
P,N,Chamaerops humilis L.,1,1
T,N,Chamaesyce canescens (L.) Prokh. subsp. canescens,0,0
T,A,Chamaesyce maculata (L.) Small,0,0
T,A,Chamaesyce nutans (Lag.) Small,0,0
T,N,Chamaesyce peplis (L.) Prokh.,1,1
T,A,Chamaesyce prostrata (Aiton) Small,0,1
G,N,Charybdis maritima (L.) Speta,0,1
G,A,Chasmanthe aethiopica (L.) N.E. Br.,0,1
H,N,Cheilanthes acrostica (Balb.) Tod.,0,1
H,N,Cheilanthes maderensis Lowe,0,0
H,N,Cheilanthes tinaei Tod.,0,0
H,N,Chelidonium majus L.,1,1
T,N,Chenopodium album L.,1,0
T,N,Chenopodium botrys L.,0,0
T,N,Chenopodium murale L.,1,0
T,N,Chenopodium opulifolium Schrad. ex W.D.J. Koch & Ziz,1,0
T,N,Chenopodium polyspermum L.,0,0
T,N,Chenopodium rubrum L.,0,0
T,N,Chenopodium urbicum L.,0,0
T,N,Chenopodium vulgare L.,0,0
T,N,Chenopodium vulvaria L.,1,0
H,N,Chondrilla juncea L.,1,1
T,N,Chrozophora tinctoria (L.) Raf.,0,0
T,N,Cicendia filiformis (L.) Delarbre,0,0
H,N,Cichorium intybus L. subsp. intybus,1,1
H,N,Circaea lutetiana L. subsp. lutetiana,0,0
G,N,Cirsium arvense (L.) Scop.,1,0
H,N,Cirsium creticum (Lam.) d'Urv. s.l.,1,0
H,N,Cirsium palustre (L.)Scop.,0,1
H,N,Cirsium vulgare (Savi) Ten.,1,1
P,N,Cistus creticus L. subsp. eriocephalus (Viv.) Greuter & Burdet,1,1
P,N,Cistus monspeliensis L.,1,1
P,N,Cistus salviifolius L.,1,1
T,A,Citrullus lanatus (Thunb.) Matsum. & Nakai,0,0
H,N,Cladium mariscus (L.)Pohl.,1,1
P,N,Clematis cirrhosa L.,0,0
P,N,Clematis flammula L.,1,1
P,N,Clematis vitalba L.,1,1
P,N,Clematis viticella L.,0,0
H,N,Clinopodium vulgare L. s.l.,1,1
T,N,Clypeola jonthlaspi L. subsp. jonthlaspi,1,1
P,N,Cneorum tricoccon L.,1,1
